id,AL,AK,AZ,AR,CA,CO,CT,FL,GA,ID,IL,IN,IA,KS,KY,LA,MD,MA,MI,MN,MS,MO,NE,NV,NJ,NM,NY,NC,OH,OK,OR,PA,RI,SC,TX,UT,VA,WA,WV,WI,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive,cli,ili,hh_cmnty_cli,nohh_cmnty_cli,wearing_mask,travel_outside_state,work_outside_home,shop,restaurant,spent_time,large_event,public_transit,anxious,depressed,felt_isolated,worried_become_ill,worried_finances,tested_positive
399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3743527,1.4273508,39.8398734,34.7120532,92.5208216,5.0777499,32.6506225,52.4474524,16.7545946,31.8377261,6.9456963,2.574159,20.8854418,12.5433136,22.2672475,67.2547027,46.0080371,22.2808477,1.2818868,1.3398772,40.2187445,34.9839509,92.7727377,4.7948203,32.2255904,51.5472819,16.5689483,31.8203195,6.7325521,2.4222586,21.0983329,13.0186469,22.685998,67.9568938,46.9108436,20.4128534,1.2743014,1.3303353,41.1782268,35.7394706,93.0968791,4.4512445,32.2818323,50.8272152,16.1453946,31.2378995,6.4851199,2.4015767,21.3181283,13.0452292,22.3945738,69.0102173,47.3901921,20.4545575
400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2818868,1.3398772,40.2187445,34.9839509,92.7727377,4.7948203,32.2255904,51.5472819,16.5689483,31.8203195,6.7325521,2.4222586,21.0983329,13.0186469,22.685998,67.9568938,46.9108436,20.4128534,1.2743014,1.3303353,41.1782268,35.7394706,93.0968791,4.4512445,32.2818323,50.8272152,16.1453946,31.2378995,6.4851199,2.4015767,21.3181283,13.0452292,22.3945738,69.0102173,47.3901921,20.4545575,1.3664381,1.4398701,41.137849,35.5922292,93.354467,4.3760052,32.5401034,51.1507031,15.7659129,30.9870515,6.2367497,2.4715144,21.6935059,13.5037664,22.7570292,68.5813821,48.3293063,19.3069416
401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2743014,1.3303353,41.1782268,35.7394706,93.0968791,4.4512445,32.2818323,50.8272152,16.1453946,31.2378995,6.4851199,2.4015767,21.3181283,13.0452292,22.3945738,69.0102173,47.3901921,20.4545575,1.3664381,1.4398701,41.137849,35.5922292,93.354467,4.3760052,32.5401034,51.1507031,15.7659129,30.9870515,6.2367497,2.4715144,21.6935059,13.5037664,22.7570292,68.5813821,48.3293063,19.3069416,1.4929507,1.5345694,41.2813186,35.8076497,93.2672625,4.284407,32.1815554,51.5394435,15.1095645,30.5085067,5.7639648,2.4199987,21.7079245,13.2322389,22.5937596,68.4892845,49.0160576,19.5712391
402,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3187894,0.3499421,10.5233976,7.2854291,92.8271605,15.0022748,34.4148702,59.9318082,19.874615,43.6757589,11.8235812,2.4527057,15.8096415,11.1797328,14.8115578,63.2216243,40.6280547,2.6682135,0.3165154,0.3649449,10.5280675,7.2664744,92.661084,14.2028656,34.4573563,59.773812,19.6825067,43.5463789,11.651795,2.4590164,15.9223075,11.3361763,14.8878394,63.0154342,40.8306489,2.3863636,0.3271033,0.3553938,10.8257919,7.4773756,93.4182338,13.3511504,34.2702588,60.0233347,19.0814595,43.1586763,11.2961392,2.4501485,16.1754219,11.2439614,15.4931276,63.3827684,41.4275635,2.7511962
403,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3165154,0.3649449,10.5280675,7.2664744,92.661084,14.2028656,34.4573563,59.773812,19.6825067,43.5463789,11.651795,2.4590164,15.9223075,11.3361763,14.8878394,63.0154342,40.8306489,2.3863636,0.3271033,0.3553938,10.8257919,7.4773756,93.4182338,13.3511504,34.2702588,60.0233347,19.0814595,43.1586763,11.2961392,2.4501485,16.1754219,11.2439614,15.4931276,63.3827684,41.4275635,2.7511962,0.3253051,0.3253051,10.8446179,7.3559789,93.7469763,12.7030845,33.9689722,60.0840336,19.44624,43.2557638,10.8058608,2.3378582,16.3046102,11.1397691,15.7114867,63.2113821,40.8960573,2.7577938
404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3271033,0.3553938,10.8257919,7.4773756,93.4182338,13.3511504,34.2702588,60.0233347,19.0814595,43.1586763,11.2961392,2.4501485,16.1754219,11.2439614,15.4931276,63.3827684,41.4275635,2.7511962,0.3253051,0.3253051,10.8446179,7.3559789,93.7469763,12.7030845,33.9689722,60.0840336,19.44624,43.2557638,10.8058608,2.3378582,16.3046102,11.1397691,15.7114867,63.2113821,40.8960573,2.7577938,0.3236811,0.3126921,11.2839102,7.6824135,93.4181279,12.341089,33.8936497,60.2395078,19.4133158,43.1223907,10.9975829,2.4280378,16.1381514,11.2456316,15.7744024,63.5378622,40.4501217,2.6932084
405,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3253051,0.3253051,10.8446179,7.3559789,93.7469763,12.7030845,33.9689722,60.0840336,19.44624,43.2557638,10.8058608,2.3378582,16.3046102,11.1397691,15.7114867,63.2113821,40.8960573,2.7577938,0.3236811,0.3126921,11.2839102,7.6824135,93.4181279,12.341089,33.8936497,60.2395078,19.4133158,43.1223907,10.9975829,2.4280378,16.1381514,11.2456316,15.7744024,63.5378622,40.4501217,2.6932084,0.3415461,0.3302696,11.486649,7.7579986,93.1494662,12.1611631,33.9233371,59.9210823,19.6505073,42.7846674,10.7215333,2.4013529,16.1229135,11.1723961,15.9207161,63.4962406,40.4481723,2.8186275
406,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3236811,0.3126921,11.2839102,7.6824135,93.4181279,12.341089,33.8936497,60.2395078,19.4133158,43.1223907,10.9975829,2.4280378,16.1381514,11.2456316,15.7744024,63.5378622,40.4501217,2.6932084,0.3415461,0.3302696,11.486649,7.7579986,93.1494662,12.1611631,33.9233371,59.9210823,19.6505073,42.7846674,10.7215333,2.4013529,16.1229135,11.1723961,15.9207161,63.4962406,40.4481723,2.8186275,0.3275337,0.3158678,11.5327196,7.8750933,93.3114323,11.8732502,34.4413343,59.4238395,19.3258689,42.7455097,10.7417775,2.4842547,16.2017727,11.0509638,16.2407798,63.3979328,41.0557563,2.6649746
407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3415461,0.3302696,11.486649,7.7579986,93.1494662,12.1611631,33.9233371,59.9210823,19.6505073,42.7846674,10.7215333,2.4013529,16.1229135,11.1723961,15.9207161,63.4962406,40.4481723,2.8186275,0.3275337,0.3158678,11.5327196,7.8750933,93.3114323,11.8732502,34.4413343,59.4238395,19.3258689,42.7455097,10.7417775,2.4842547,16.2017727,11.0509638,16.2407798,63.3979328,41.0557563,2.6649746,0.3628464,0.3569751,11.5153788,7.6894224,93.2952735,12.0623069,34.3625264,59.7910308,19.0537685,42.7682555,10.8123973,2.6179854,16.3278775,11.124498,16.1674244,62.7094241,41.048092,3.5024155
408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3275337,0.3158678,11.5327196,7.8750933,93.3114323,11.8732502,34.4413343,59.4238395,19.3258689,42.7455097,10.7417775,2.4842547,16.2017727,11.0509638,16.2407798,63.3979328,41.0557563,2.6649746,0.3628464,0.3569751,11.5153788,7.6894224,93.2952735,12.0623069,34.3625264,59.7910308,19.0537685,42.7682555,10.8123973,2.6179854,16.3278775,11.124498,16.1674244,62.7094241,41.048092,3.5024155,0.3214769,0.3155089,11.9169003,7.838389,93.3360368,12.001574,34.3317422,59.7494033,18.4128878,42.4224344,10.8472554,2.6133652,16.558879,11.0123119,16.0147702,63.3680556,41.1490269,3.3957845
409,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3628464,0.3569751,11.5153788,7.6894224,93.2952735,12.0623069,34.3625264,59.7910308,19.0537685,42.7682555,10.8123973,2.6179854,16.3278775,11.124498,16.1674244,62.7094241,41.048092,3.5024155,0.3214769,0.3155089,11.9169003,7.838389,93.3360368,12.001574,34.3317422,59.7494033,18.4128878,42.4224344,10.8472554,2.6133652,16.558879,11.0123119,16.0147702,63.3680556,41.1490269,3.3957845,0.2981813,0.2921265,11.9238736,7.9621958,93.0331235,12.2370173,34.9031477,59.8668281,18.8256659,42.748184,11.1743341,2.6755448,16.630167,11.1373749,15.999444,62.6222826,40.5174749,3.3878505
410,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3214769,0.3155089,11.9169003,7.838389,93.3360368,12.001574,34.3317422,59.7494033,18.4128878,42.4224344,10.8472554,2.6133652,16.558879,11.0123119,16.0147702,63.3680556,41.1490269,3.3957845,0.2981813,0.2921265,11.9238736,7.9621958,93.0331235,12.2370173,34.9031477,59.8668281,18.8256659,42.748184,11.1743341,2.6755448,16.630167,11.1373749,15.999444,62.6222826,40.5174749,3.3878505,0.2957143,0.2977976,11.8283881,7.8989575,93.084351,12.7245095,35.2536866,60.0474881,18.6328418,42.7768058,11.1597101,2.711822,16.3401476,11.1703661,15.8828621,63.0104196,41.1030031,3.708134
411,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2981813,0.2921265,11.9238736,7.9621958,93.0331235,12.2370173,34.9031477,59.8668281,18.8256659,42.748184,11.1743341,2.6755448,16.630167,11.1373749,15.999444,62.6222826,40.5174749,3.3878505,0.2957143,0.2977976,11.8283881,7.8989575,93.084351,12.7245095,35.2536866,60.0474881,18.6328418,42.7768058,11.1597101,2.711822,16.3401476,11.1703661,15.8828621,63.0104196,41.1030031,3.708134,0.3056112,0.2992417,11.6838955,7.8482046,93.3091437,12.8244921,35.1630158,59.7936831,18.8869078,43.2373917,11.067244,2.4834437,16.4588167,10.7227139,15.6564163,62.3561565,41.1435942,3.7662338
412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2957143,0.2977976,11.8283881,7.8989575,93.084351,12.7245095,35.2536866,60.0474881,18.6328418,42.7768058,11.1597101,2.711822,16.3401476,11.1703661,15.8828621,63.0104196,41.1030031,3.708134,0.3056112,0.2992417,11.6838955,7.8482046,93.3091437,12.8244921,35.1630158,59.7936831,18.8869078,43.2373917,11.067244,2.4834437,16.4588167,10.7227139,15.6564163,62.3561565,41.1435942,3.7662338,0.3278519,0.3214711,11.7974477,7.9147434,93.3187773,13.0293619,34.8175555,59.7218678,18.7165093,42.5491197,11.265629,2.5899464,16.4107764,10.8900678,15.8976634,61.7807825,40.6670484,4.4080605
413,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3056112,0.2992417,11.6838955,7.8482046,93.3091437,12.8244921,35.1630158,59.7936831,18.8869078,43.2373917,11.067244,2.4834437,16.4588167,10.7227139,15.6564163,62.3561565,41.1435942,3.7662338,0.3278519,0.3214711,11.7974477,7.9147434,93.3187773,13.0293619,34.8175555,59.7218678,18.7165093,42.5491197,11.265629,2.5899464,16.4107764,10.8900678,15.8976634,61.7807825,40.6670484,4.4080605,0.3694937,0.3682192,12.3712737,8.4417344,93.0948905,13.4756787,34.8496432,59.314475,18.8200815,42.4949032,11.3277268,2.5101937,16.2936047,11.0141928,15.8793821,62.2834873,40.5944859,3.8083538
414,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3278519,0.3214711,11.7974477,7.9147434,93.3187773,13.0293619,34.8175555,59.7218678,18.7165093,42.5491197,11.265629,2.5899464,16.4107764,10.8900678,15.8976634,61.7807825,40.6670484,4.4080605,0.3694937,0.3682192,12.3712737,8.4417344,93.0948905,13.4756787,34.8496432,59.314475,18.8200815,42.4949032,11.3277268,2.5101937,16.2936047,11.0141928,15.8793821,62.2834873,40.5944859,3.8083538,0.4185779,0.4108718,12.8117292,8.8654426,93.0776014,13.5754986,34.3477144,59.2578326,18.6569081,42.1545968,10.8243451,2.2984078,16.286216,11.2980054,16.2981775,63.3923389,39.9277457,3.1969309
415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3694937,0.3682192,12.3712737,8.4417344,93.0948905,13.4756787,34.8496432,59.314475,18.8200815,42.4949032,11.3277268,2.5101937,16.2936047,11.0141928,15.8793821,62.2834873,40.5944859,3.8083538,0.4185779,0.4108718,12.8117292,8.8654426,93.0776014,13.5754986,34.3477144,59.2578326,18.6569081,42.1545968,10.8243451,2.2984078,16.286216,11.2980054,16.2981775,63.3923389,39.9277457,3.1969309,0.4312807,0.4120597,12.8551913,8.8934426,93.0372325,13.8092535,34.0379195,59.2749167,19.6387394,42.3904689,10.7737638,2.7030489,16.5790242,11.5944181,16.691483,63.1221065,39.5070626,3.4974093
416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4185779,0.4108718,12.8117292,8.8654426,93.0776014,13.5754986,34.3477144,59.2578326,18.6569081,42.1545968,10.8243451,2.2984078,16.286216,11.2980054,16.2981775,63.3923389,39.9277457,3.1969309,0.4312807,0.4120597,12.8551913,8.8934426,93.0372325,13.8092535,34.0379195,59.2749167,19.6387394,42.3904689,10.7737638,2.7030489,16.5790242,11.5944181,16.691483,63.1221065,39.5070626,3.4974093,0.4755751,0.4755751,12.8236915,8.9669421,92.8466077,14.0468705,33.8372093,58.6950904,19.3669251,42.0542636,10.6847545,2.622739,16.6519694,11.5511058,16.4319952,63.838766,39.9738828,4.2307692
417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4312807,0.4120597,12.8551913,8.8934426,93.0372325,13.8092535,34.0379195,59.2749167,19.6387394,42.3904689,10.7737638,2.7030489,16.5790242,11.5944181,16.691483,63.1221065,39.5070626,3.4974093,0.4755751,0.4755751,12.8236915,8.9669421,92.8466077,14.0468705,33.8372093,58.6950904,19.3669251,42.0542636,10.6847545,2.622739,16.6519694,11.5511058,16.4319952,63.838766,39.9738828,4.2307692,0.4444732,0.4574064,12.5826902,8.9167585,92.8045909,13.3895399,33.6307215,58.6630463,19.0974916,42.0351694,10.6930437,2.6764934,16.4268937,11.3385121,16.427074,63.9260768,39.3583043,4.3103448
418,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4755751,0.4755751,12.8236915,8.9669421,92.8466077,14.0468705,33.8372093,58.6950904,19.3669251,42.0542636,10.6847545,2.622739,16.6519694,11.5511058,16.4319952,63.838766,39.9738828,4.2307692,0.4444732,0.4574064,12.5826902,8.9167585,92.8045909,13.3895399,33.6307215,58.6630463,19.0974916,42.0351694,10.6930437,2.6764934,16.4268937,11.3385121,16.427074,63.9260768,39.3583043,4.3103448,0.4182526,0.4309397,12.4864425,8.744577,92.9685244,13.2893629,33.6757991,59.1958397,19.3176053,41.5144597,10.7179097,2.9299848,16.3203463,11.4491476,16.1967695,64.4162147,39.5524515,4.1866029
419,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4444732,0.4574064,12.5826902,8.9167585,92.8045909,13.3895399,33.6307215,58.6630463,19.0974916,42.0351694,10.6930437,2.6764934,16.4268937,11.3385121,16.427074,63.9260768,39.3583043,4.3103448,0.4182526,0.4309397,12.4864425,8.744577,92.9685244,13.2893629,33.6757991,59.1958397,19.3176053,41.5144597,10.7179097,2.9299848,16.3203463,11.4491476,16.1967695,64.4162147,39.5524515,4.1866029,0.4103726,0.4229607,12.5739645,8.9160839,93.1701031,13.0925823,33.5640574,59.0863327,18.7138183,41.5932545,10.7601309,2.8316134,16.8147936,12.0694688,16.2000583,65.471805,39.9858357,3.4037559
420,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4182526,0.4309397,12.4864425,8.744577,92.9685244,13.2893629,33.6757991,59.1958397,19.3176053,41.5144597,10.7179097,2.9299848,16.3203463,11.4491476,16.1967695,64.4162147,39.5524515,4.1866029,0.4103726,0.4229607,12.5739645,8.9160839,93.1701031,13.0925823,33.5640574,59.0863327,18.7138183,41.5932545,10.7601309,2.8316134,16.8147936,12.0694688,16.2000583,65.471805,39.9858357,3.4037559,0.3511663,0.3587728,12.3133315,8.5935379,93.3959538,12.9890234,32.8390368,59.1508238,18.8719899,41.5082383,10.7097592,2.9024081,16.8112171,12.1689229,15.9758965,65.5472992,40.1686196,3.7349398
421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4103726,0.4229607,12.5739645,8.9160839,93.1701031,13.0925823,33.5640574,59.0863327,18.7138183,41.5932545,10.7601309,2.8316134,16.8147936,12.0694688,16.2000583,65.471805,39.9858357,3.4037559,0.3511663,0.3587728,12.3133315,8.5935379,93.3959538,12.9890234,32.8390368,59.1508238,18.8719899,41.5082383,10.7097592,2.9024081,16.8112171,12.1689229,15.9758965,65.5472992,40.1686196,3.7349398,0.3004451,0.3078635,12.192216,8.6973789,93.7780899,12.8285871,33.1644005,58.974042,18.6773795,41.3720643,10.8899876,2.8306551,16.5308989,11.8748214,15.9240217,65.6432342,41.1871004,3.4606205
422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3511663,0.3587728,12.3133315,8.5935379,93.3959538,12.9890234,32.8390368,59.1508238,18.8719899,41.5082383,10.7097592,2.9024081,16.8112171,12.1689229,15.9758965,65.5472992,40.1686196,3.7349398,0.3004451,0.3078635,12.192216,8.6973789,93.7780899,12.8285871,33.1644005,58.974042,18.6773795,41.3720643,10.8899876,2.8306551,16.5308989,11.8748214,15.9240217,65.6432342,41.1871004,3.4606205,0.4148664,0.4208673,12.6157407,9.1692387,94.0223312,12.6893436,33.8492921,58.3993281,18.0105592,41.0727142,10.8591313,2.4838013,16.280654,11.6301636,15.2577605,65.9875877,42.0377868,2.886836
423,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3004451,0.3078635,12.192216,8.6973789,93.7780899,12.8285871,33.1644005,58.974042,18.6773795,41.3720643,10.8899876,2.8306551,16.5308989,11.8748214,15.9240217,65.6432342,41.1871004,3.4606205,0.4148664,0.4208673,12.6157407,9.1692387,94.0223312,12.6893436,33.8492921,58.3993281,18.0105592,41.0727142,10.8591313,2.4838013,16.280654,11.6301636,15.2577605,65.9875877,42.0377868,2.886836,0.4156015,0.4039817,12.9254254,9.2967968,94.1511936,12.4450762,34.142658,58.7476766,18.3666357,41.2523234,10.6296468,2.5209108,15.9825212,11.4474038,14.8103309,65.9370904,41.5705296,2.7056277
424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4148664,0.4208673,12.6157407,9.1692387,94.0223312,12.6893436,33.8492921,58.3993281,18.0105592,41.0727142,10.8591313,2.4838013,16.280654,11.6301636,15.2577605,65.9875877,42.0377868,2.886836,0.4156015,0.4039817,12.9254254,9.2967968,94.1511936,12.4450762,34.142658,58.7476766,18.3666357,41.2523234,10.6296468,2.5209108,15.9825212,11.4474038,14.8103309,65.9370904,41.5705296,2.7056277,0.5025299,0.5312787,13.4367246,9.5905707,94.429882,12.5287356,33.9733272,58.6916533,18.3605427,40.733502,10.7266038,2.4718326,16.2830238,11.8372216,14.9046105,66.8005181,41.4270914,2.9032258
425,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4156015,0.4039817,12.9254254,9.2967968,94.1511936,12.4450762,34.142658,58.7476766,18.3666357,41.2523234,10.6296468,2.5209108,15.9825212,11.4474038,14.8103309,65.9370904,41.5705296,2.7056277,0.5025299,0.5312787,13.4367246,9.5905707,94.429882,12.5287356,33.9733272,58.6916533,18.3605427,40.733502,10.7266038,2.4718326,16.2830238,11.8372216,14.9046105,66.8005181,41.4270914,2.9032258,0.5004591,0.5348944,13.8875124,9.9727453,94.5153726,12.4936451,33.8191416,58.7675006,18.1432178,41.09479,10.5232958,2.1689236,16.3979194,11.7825171,15.0039588,66.9546158,41.3015464,2.7835052
426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5025299,0.5312787,13.4367246,9.5905707,94.429882,12.5287356,33.9733272,58.6916533,18.3605427,40.733502,10.7266038,2.4718326,16.2830238,11.8372216,14.9046105,66.8005181,41.4270914,2.9032258,0.5004591,0.5348944,13.8875124,9.9727453,94.5153726,12.4936451,33.8191416,58.7675006,18.1432178,41.09479,10.5232958,2.1689236,16.3979194,11.7825171,15.0039588,66.9546158,41.3015464,2.7835052,0.4939703,0.528757,14.2839259,10.327992,94.418177,12.7275058,33.909112,59.1583585,18.3514955,41.2821702,10.6538372,2.1678646,16.0320378,11.4586106,15.0599201,66.957541,41.2047879,2.9352227
427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5004591,0.5348944,13.8875124,9.9727453,94.5153726,12.4936451,33.8191416,58.7675006,18.1432178,41.09479,10.5232958,2.1689236,16.3979194,11.7825171,15.0039588,66.9546158,41.3015464,2.7835052,0.4939703,0.528757,14.2839259,10.327992,94.418177,12.7275058,33.909112,59.1583585,18.3514955,41.2821702,10.6538372,2.1678646,16.0320378,11.4586106,15.0599201,66.957541,41.2047879,2.9352227,0.4873884,0.5223128,14.4494835,10.6198035,94.3848168,12.6852325,34.5554004,59.8114525,18.6336127,41.0963687,10.9054935,2.1997207,15.5570118,11.0446571,14.5345745,66.6189857,40.4854621,3.0332681
428,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4939703,0.528757,14.2839259,10.327992,94.418177,12.7275058,33.909112,59.1583585,18.3514955,41.2821702,10.6538372,2.1678646,16.0320378,11.4586106,15.0599201,66.957541,41.2047879,2.9352227,0.4873884,0.5223128,14.4494835,10.6198035,94.3848168,12.6852325,34.5554004,59.8114525,18.6336127,41.0963687,10.9054935,2.1997207,15.5570118,11.0446571,14.5345745,66.6189857,40.4854621,3.0332681,0.5162901,0.5521239,14.9690562,10.7658587,94.278406,12.9231173,34.1891569,60.3176499,19.0709338,41.8318605,10.8789109,2.2569859,15.5912527,11.1764706,14.2093724,65.9668361,40.2588738,3.5508637
429,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4873884,0.5223128,14.4494835,10.6198035,94.3848168,12.6852325,34.5554004,59.8114525,18.6336127,41.0963687,10.9054935,2.1997207,15.5570118,11.0446571,14.5345745,66.6189857,40.4854621,3.0332681,0.5162901,0.5521239,14.9690562,10.7658587,94.278406,12.9231173,34.1891569,60.3176499,19.0709338,41.8318605,10.8789109,2.2569859,15.5912527,11.1764706,14.2093724,65.9668361,40.2588738,3.5508637,0.387159,0.4359752,14.7870662,10.6598318,94.2884668,13.119807,32.8330893,60.2367008,18.704246,41.3494388,10.4075159,2.15959,15.6508549,11.5814473,14.9552322,66.1704452,40.4275599,3.8389513
430,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5162901,0.5521239,14.9690562,10.7658587,94.278406,12.9231173,34.1891569,60.3176499,19.0709338,41.8318605,10.8789109,2.2569859,15.5912527,11.1764706,14.2093724,65.9668361,40.2588738,3.5508637,0.387159,0.4359752,14.7870662,10.6598318,94.2884668,13.119807,32.8330893,60.2367008,18.704246,41.3494388,10.4075159,2.15959,15.6508549,11.5814473,14.9552322,66.1704452,40.4275599,3.8389513,0.3519093,0.3898073,14.504749,10.4341927,94.408082,13.4951456,32.4703208,59.7246779,18.8305128,40.9573125,10.6466279,2.0838596,15.9252923,11.5818392,15.4992764,66.0502541,40.0478604,3.5714286
431,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387159,0.4359752,14.7870662,10.6598318,94.2884668,13.119807,32.8330893,60.2367008,18.704246,41.3494388,10.4075159,2.15959,15.6508549,11.5814473,14.9552322,66.1704452,40.4275599,3.8389513,0.3519093,0.3898073,14.504749,10.4341927,94.408082,13.4951456,32.4703208,59.7246779,18.8305128,40.9573125,10.6466279,2.0838596,15.9252923,11.5818392,15.4992764,66.0502541,40.0478604,3.5714286,0.3291035,0.3127471,14.5348837,10.6679286,94.2585767,14.0358127,32.918239,59.9622642,18.9308176,40.8930818,10.6037736,2.3773585,16.1560284,11.526255,15.5411255,65.6513195,40.6293706,3.7572254
