ImageId, X_min, Y_min, X_max, Y_max
775.jpg, 0, 28, 498, 373
776.jpg, 143, 148, 315, 319
777.jpg, 127, 77, 392, 240
778.jpg, 165, 36, 447, 331
779.jpg, 67, 190, 203, 439
780.jpg, 22, 14, 196, 410
781.jpg, 130, 110, 468, 295
782.jpg, 293, 93, 388, 332
783.jpg, 29, 41, 266, 499
784.jpg, 203, 97, 388, 324
785.jpg, 123, 86, 313, 266
786.jpg, 185, 94, 417, 258
787.jpg, 91, 116, 364, 257
788.jpg, 188, 100, 300, 286
789.jpg, 75, 41, 269, 287
790.jpg, 41, 125, 419, 342
791.jpg, 143, 41, 484, 330
792.jpg, 165, 33, 360, 305
793.jpg, 165, 123, 392, 329
794.jpg, 140, 67, 415, 313
795.jpg, 85, 93, 326, 480
796.jpg, 102, 49, 246, 178
797.jpg, 147, 96, 418, 242
798.jpg, 157, 95, 313, 325
799.jpg, 117, 90, 313, 297
800.jpg, 59, 42, 274, 242
801.jpg, 66, 124, 198, 234
802.jpg, 13, 103, 325, 271
803.jpg, 36, 10, 220, 198
804.jpg, 7, 15, 365, 304
805.jpg, 145, 42, 327, 325
806.jpg, 103, 178, 253, 403
807.jpg, 123, 96, 443, 269
808.jpg, 123, 41, 333, 305
809.jpg, 4, 64, 470, 304
810.jpg, 59, 67, 207, 297
811.jpg, 95, 98, 296, 406
812.jpg, 60, 110, 351, 498
813.jpg, 150, 117, 294, 304
814.jpg, 134, 53, 336, 170
815.jpg, 141, 7, 354, 344
816.jpg, 204, 78, 414, 312
817.jpg, 76, 84, 333, 498
818.jpg, 55, 92, 357, 399
819.jpg, 23, 77, 418, 230
820.jpg, 132, 136, 366, 252
821.jpg, 21, 151, 396, 331
822.jpg, 77, 116, 292, 415
823.jpg, 137, 71, 373, 262
824.jpg, 218, 89, 369, 239
825.jpg, 73, 81, 441, 303
826.jpg, 65, 81, 217, 230
827.jpg, 15, 68, 320, 313
828.jpg, 80, 88, 303, 282
829.jpg, 195, 121, 330, 289
830.jpg, 56, 56, 494, 293
831.jpg, 50, 59, 401, 362
832.jpg, 94, 93, 305, 384
833.jpg, 124, 49, 382, 446
834.jpg, 70, 106, 303, 409
835.jpg, 113, 67, 257, 453
836.jpg, 55, 41, 347, 149
837.jpg, 171, 52, 338, 282
838.jpg, 67, 92, 403, 314
839.jpg, 0, 50, 440, 306
840.jpg, 43, 80, 425, 311
841.jpg, 195, 141, 300, 387
842.jpg, 95, 24, 316, 487
843.jpg, 48, 89, 421, 345
844.jpg, 229, 130, 414, 231
845.jpg, 96, 77, 499, 360
846.jpg, 124, 149, 289, 346
847.jpg, 63, 50, 455, 194
848.jpg, 309, 118, 485, 268
849.jpg, 50, 20, 217, 124
850.jpg, 0, 133, 335, 292
851.jpg, 70, 57, 227, 185
852.jpg, 90, 150, 306, 321
853.jpg, 89, 63, 281, 468
854.jpg, 135, 147, 481, 321
855.jpg, 203, 12, 487, 281
856.jpg, 162, 124, 373, 304
857.jpg, 154, 79, 407, 320
858.jpg, 96, 17, 372, 499
859.jpg, 198, 117, 411, 302
860.jpg, 50, 127, 234, 318
861.jpg, 78, 171, 258, 342
862.jpg, 102, 60, 313, 470
863.jpg, 162, 61, 340, 275
864.jpg, 97, 127, 313, 243
865.jpg, 74, 122, 354, 341
866.jpg, 217, 77, 320, 331
867.jpg, 134, 246, 379, 430
868.jpg, 1, 47, 432, 374
869.jpg, 149, 52, 377, 224
870.jpg, 28, 35, 237, 268
871.jpg, 86, 32, 304, 306
872.jpg, 144, 127, 324, 369
873.jpg, 239, 136, 434, 355
874.jpg, 250, 78, 469, 257
875.jpg, 141, 91, 341, 277
876.jpg, 7, 110, 281, 241
877.jpg, 135, 136, 459, 349
878.jpg, 153, 56, 412, 356
879.jpg, 17, 79, 473, 332
880.jpg, 81, 165, 260, 271
881.jpg, 52, 29, 348, 348
882.jpg, 65, 36, 195, 300
883.jpg, 9, 74, 436, 274
884.jpg, 38, 114, 451, 328
885.jpg, 122, 86, 289, 460
886.jpg, 137, 64, 309, 334
887.jpg, 92, 75, 426, 323
888.jpg, 142, 78, 277, 374
889.jpg, 99, 63, 375, 306
890.jpg, 175, 25, 451, 322
891.jpg, 112, 75, 328, 257
892.jpg, 22, 36, 295, 401
893.jpg, 137, 65, 421, 219
894.jpg, 210, 65, 351, 209
895.jpg, 9, 35, 308, 462
896.jpg, 92, 44, 413, 255
897.jpg, 60, 31, 218, 376
898.jpg, 116, 122, 288, 305
899.jpg, 126, 24, 322, 327
900.jpg, 218, 93, 397, 302
901.jpg, 174, 118, 297, 250
902.jpg, 217, 89, 406, 258
903.jpg, 110, 91, 325, 220
904.jpg, 69, 64, 228, 444
905.jpg, 29, 32, 440, 281
906.jpg, 71, 52, 251, 157
907.jpg, 62, 30, 488, 384
908.jpg, 111, 39, 412, 314
909.jpg, 192, 23, 293, 284
910.jpg, 151, 56, 396, 324
911.jpg, 82, 43, 321, 320
912.jpg, 143, 118, 333, 249
913.jpg, 19, 28, 189, 261
914.jpg, 83, 153, 268, 454
915.jpg, 83, 73, 466, 275
916.jpg, 93, 43, 404, 332
917.jpg, 116, 93, 357, 417
918.jpg, 129, 147, 291, 388
919.jpg, 35, 49, 205, 252
920.jpg, 61, 65, 364, 439
921.jpg, 55, 72, 202, 244
922.jpg, 68, 122, 268, 392
923.jpg, 71, 13, 473, 282
924.jpg, 182, 105, 317, 227
925.jpg, 170, 127, 390, 286
926.jpg, 151, 46, 304, 233
927.jpg, 113, 88, 483, 307
928.jpg, 68, 109, 364, 405
929.jpg, 34, 72, 240, 432
930.jpg, 119, 44, 491, 314
931.jpg, 198, 84, 409, 275
932.jpg, 5, 70, 451, 337
933.jpg, 92, 109, 308, 404
934.jpg, 94, 78, 281, 387
935.jpg, 121, 97, 265, 278
936.jpg, 148, 49, 306, 356
937.jpg, 59, 51, 286, 492
938.jpg, 22, 48, 341, 214
939.jpg, 102, 47, 265, 323
940.jpg, 135, 33, 438, 421
941.jpg, 79, 77, 447, 355
942.jpg, 35, 51, 378, 372
943.jpg, 55, 65, 186, 334
944.jpg, 98, 0, 437, 356
945.jpg, 126, 171, 329, 313
946.jpg, 159, 141, 430, 314
947.jpg, 79, 71, 481, 263
948.jpg, 118, 85, 445, 393
949.jpg, 55, 110, 256, 411
950.jpg, 143, 41, 302, 317
951.jpg, 194, 151, 399, 259
952.jpg, 208, 141, 384, 313
953.jpg, 215, 111, 370, 232
954.jpg, 178, 114, 305, 332
955.jpg, 65, 78, 225, 467
956.jpg, 91, 41, 389, 459
957.jpg, 220, 179, 472, 347
958.jpg, 63, 107, 302, 406
959.jpg, 80, 51, 415, 328
960.jpg, 144, 177, 240, 402
961.jpg, 57, 163, 293, 353
962.jpg, 77, 84, 384, 389
963.jpg, 175, 59, 343, 281
964.jpg, 22, 82, 435, 299
965.jpg, 15, 59, 348, 216
966.jpg, 47, 97, 240, 332
967.jpg, 87, 93, 392, 283
968.jpg, 92, 115, 296, 257
969.jpg, 107, 59, 390, 286
970.jpg, 190, 37, 340, 196
971.jpg, 24, 91, 304, 236
972.jpg, 123, 36, 499, 332
973.jpg, 232, 182, 381, 297
974.jpg, 79, 114, 452, 347
975.jpg, 93, 122, 315, 258
976.jpg, 51, 75, 367, 304
977.jpg, 15, 57, 331, 391
978.jpg, 42, 135, 305, 311
979.jpg, 130, 160, 288, 285
980.jpg, 64, 62, 436, 251
981.jpg, 74, 71, 246, 463
982.jpg, 89, 83, 376, 239
983.jpg, 14, 95, 450, 353
984.jpg, 129, 44, 383, 288
985.jpg, 160, 83, 324, 236
986.jpg, 87, 72, 393, 242
987.jpg, 49, 26, 239, 138
988.jpg, 283, 160, 492, 281
989.jpg, 251, 173, 384, 388
990.jpg, 89, 78, 469, 320
991.jpg, 41, 0, 444, 424
992.jpg, 160, 76, 392, 261
993.jpg, 104, 6, 328, 256
994.jpg, 130, 126, 303, 313
995.jpg, 139, 95, 230, 329
996.jpg, 141, 92, 250, 349
997.jpg, 210, 97, 357, 260
998.jpg, 14, 111, 401, 295
999.jpg, 148, 108, 357, 313
