ID,label,label_id
1819,sea,4
1820,glacier,2
1821,sea,4
1822,glacier,2
1823,sea,4
1824,forest,1
1825,glacier,2
1826,sea,4
1827,forest,1
1828,sea,4
1829,buildings,0
1830,street,5
1831,sea,4
1832,street,5
1833,buildings,0
1834,sea,4
1835,forest,1
1836,buildings,0
1837,sea,4
1838,sea,4
1839,glacier,2
1840,glacier,2
1841,glacier,2
1842,glacier,2
1843,buildings,0
1844,glacier,2
1845,sea,4
1846,forest,1
1847,glacier,2
1848,mountain,3
1849,street,5
1850,street,5
1851,glacier,2
1852,forest,1
1853,buildings,0
1854,buildings,0
1855,sea,4
1856,street,5
1857,mountain,3
1858,glacier,2
1859,forest,1
1860,forest,1
1861,forest,1
1862,sea,4
1863,sea,4
1864,street,5
1865,glacier,2
1866,sea,4
1867,buildings,0
1868,street,5
1869,forest,1
1870,forest,1
1871,street,5
1872,sea,4
1873,sea,4
1874,buildings,0
1875,buildings,0
1876,forest,1
1877,street,5
1878,street,5
1879,street,5
1880,glacier,2
1881,sea,4
1882,buildings,0
1883,sea,4
1884,glacier,2
1885,sea,4
1886,forest,1
1887,buildings,0
1888,street,5
1889,sea,4
1890,glacier,2
1891,sea,4
1892,glacier,2
1893,buildings,0
1894,glacier,2
1895,street,5
1896,sea,4
1897,glacier,2
1898,mountain,3
1899,buildings,0
1900,glacier,2
1901,glacier,2
1902,street,5
1903,buildings,0
1904,sea,4
1905,street,5
1906,street,5
1907,street,5
1908,buildings,0
1909,buildings,0
1910,sea,4
1911,buildings,0
1912,forest,1
1913,mountain,3
1914,street,5
1915,glacier,2
1916,street,5
1917,forest,1
1918,buildings,0
1919,forest,1
1920,sea,4
1921,forest,1
1922,street,5
1923,buildings,0
1924,street,5
1925,forest,1
1926,street,5
1927,sea,4
1928,sea,4
1929,sea,4
1930,forest,1
1931,sea,4
1932,sea,4
1933,forest,1
1934,buildings,0
1935,buildings,0
1936,glacier,2
1937,forest,1
1938,buildings,0
1939,forest,1
1940,glacier,2
1941,buildings,0
1942,forest,1
1943,sea,4
1944,forest,1
1945,buildings,0
1946,street,5
1947,street,5
1948,forest,1
1949,forest,1
1950,forest,1
1951,glacier,2
1952,mountain,3
1953,buildings,0
1954,glacier,2
1955,buildings,0
1956,glacier,2
1957,street,5
1958,street,5
1959,sea,4
1960,street,5
1961,forest,1
1962,street,5
1963,street,5
1964,glacier,2
1965,buildings,0
1966,forest,1
1967,forest,1
1968,forest,1
1969,mountain,3
1970,street,5
1971,glacier,2
1972,glacier,2
1973,buildings,0
1974,sea,4
1975,buildings,0
1976,forest,1
1977,forest,1
1978,sea,4
1979,buildings,0
1980,street,5
1981,mountain,3
1982,buildings,0
1983,mountain,3
1984,street,5
1985,forest,1
1986,glacier,2
1987,street,5
1988,buildings,0
1989,sea,4
1990,mountain,3
1991,glacier,2
1992,buildings,0
1993,sea,4
1994,street,5
1995,forest,1
1996,glacier,2
1997,mountain,3
1998,glacier,2
1999,buildings,0
2000,street,5
2001,forest,1
2002,buildings,0
2003,street,5
2004,forest,1
2005,street,5
2006,sea,4
2007,sea,4
2008,street,5
2009,glacier,2
2010,forest,1
2011,buildings,0
2012,street,5
2013,forest,1
2014,glacier,2
2015,glacier,2
2016,buildings,0
2017,glacier,2
2018,glacier,2
2019,glacier,2
2020,forest,1
2021,sea,4
2022,sea,4
2023,forest,1
2024,street,5
2025,forest,1
2026,sea,4
2027,glacier,2
2028,glacier,2
2029,glacier,2
2030,glacier,2
2031,buildings,0
2032,mountain,3
2033,forest,1
2034,forest,1
2035,buildings,0
2036,glacier,2
2037,glacier,2
2038,buildings,0
2039,sea,4
2040,sea,4
2041,glacier,2
2042,sea,4
2043,buildings,0
2044,street,5
2045,street,5
2046,forest,1
2047,street,5
2048,forest,1
2049,street,5
2050,glacier,2
2051,glacier,2
2052,sea,4
2053,buildings,0
2054,street,5
2055,forest,1
2056,mountain,3
2057,street,5
2058,forest,1
2059,forest,1
2060,sea,4
2061,glacier,2
2062,buildings,0
2063,sea,4
2064,buildings,0
2065,sea,4
2066,sea,4
2067,forest,1
2068,glacier,2
2069,forest,1
2070,street,5
2071,glacier,2
2072,buildings,0
2073,buildings,0
2074,sea,4
2075,sea,4
2076,sea,4
2077,street,5
2078,forest,1
2079,buildings,0
2080,street,5
2081,sea,4
2082,glacier,2
2083,street,5
2084,glacier,2
2085,sea,4
2086,forest,1
2087,buildings,0
2088,glacier,2
2089,glacier,2
2090,glacier,2
2091,street,5
2092,sea,4
2093,street,5
2094,sea,4
2095,forest,1
2096,glacier,2
2097,street,5
2098,forest,1
2099,forest,1
2100,sea,4
2101,mountain,3
2102,forest,1
2103,glacier,2
2104,sea,4
2105,forest,1
2106,street,5
2107,street,5
2108,buildings,0
2109,sea,4
2110,sea,4
2111,glacier,2
2112,glacier,2
2113,sea,4
2114,forest,1
2115,sea,4
2116,street,5
2117,buildings,0
2118,street,5
2119,mountain,3
2120,forest,1
2121,mountain,3
2122,forest,1
2123,mountain,3
2124,glacier,2
2125,glacier,2
2126,glacier,2
2127,forest,1
2128,buildings,0
2129,sea,4
2130,buildings,0
2131,street,5
2132,forest,1
2133,street,5
2134,glacier,2
2135,glacier,2
2136,street,5
2137,forest,1
2138,sea,4
2139,buildings,0
2140,buildings,0
2141,sea,4
2142,glacier,2
2143,sea,4
2144,buildings,0
2145,sea,4
2146,glacier,2
2147,sea,4
2148,buildings,0
2149,forest,1
2150,glacier,2
2151,street,5
2152,buildings,0
2153,buildings,0
2154,sea,4
2155,glacier,2
2156,street,5
2157,forest,1
2158,glacier,2
2159,glacier,2
2160,forest,1
2161,forest,1
2162,mountain,3
2163,street,5
2164,sea,4
2165,glacier,2
2166,sea,4
2167,sea,4
2168,street,5
2169,street,5
2170,street,5
2171,street,5
2172,buildings,0
2173,buildings,0
2174,forest,1
2175,mountain,3
2176,street,5
2177,street,5
2178,street,5
2179,buildings,0
2180,sea,4
2181,forest,1
2182,street,5
2183,forest,1
2184,buildings,0
2185,sea,4
2186,glacier,2
2187,glacier,2
2188,sea,4
2189,forest,1
2190,street,5
2191,forest,1
2192,street,5
2193,forest,1
2194,glacier,2
2195,street,5
2196,sea,4
2197,street,5
2198,sea,4
2199,glacier,2
2200,glacier,2
2201,sea,4
2202,glacier,2
2203,street,5
2204,sea,4
2205,sea,4
2206,sea,4
2207,buildings,0
2208,glacier,2
2209,forest,1
2210,forest,1
2211,sea,4
2212,glacier,2
2213,buildings,0
2214,glacier,2
2215,forest,1
2216,street,5
2217,forest,1
2218,glacier,2
2219,forest,1
2220,glacier,2
2221,glacier,2
2222,glacier,2
2223,forest,1
2224,forest,1
2225,sea,4
2226,street,5
2227,street,5
2228,sea,4
2229,buildings,0
2230,sea,4
2231,glacier,2
2232,buildings,0
2233,sea,4
2234,forest,1
2235,street,5
2236,mountain,3
2237,mountain,3
2238,buildings,0
2239,glacier,2
2240,buildings,0
2241,forest,1
2242,street,5
2243,street,5
2244,glacier,2
2245,glacier,2
2246,street,5
2247,sea,4
2248,buildings,0
2249,mountain,3
2250,sea,4
2251,street,5
2252,buildings,0
2253,glacier,2
2254,sea,4
2255,glacier,2
2256,glacier,2
2257,forest,1
2258,buildings,0
2259,forest,1
2260,forest,1
2261,glacier,2
2262,mountain,3
2263,sea,4
2264,forest,1
2265,street,5
2266,glacier,2
2267,sea,4
2268,glacier,2
2269,street,5
2270,sea,4
2271,sea,4
2272,mountain,3
2273,glacier,2
2274,sea,4
2275,buildings,0
2276,mountain,3
2277,forest,1
2278,street,5
2279,sea,4
2280,street,5
2281,street,5
2282,street,5
2283,sea,4
2284,buildings,0
2285,forest,1
2286,buildings,0
2287,buildings,0
2288,street,5
2289,buildings,0
2290,mountain,3
2291,forest,1
2292,forest,1
2293,buildings,0
2294,buildings,0
2295,buildings,0
2296,buildings,0
2297,forest,1
2298,buildings,0
2299,street,5
2300,street,5
2301,forest,1
2302,forest,1
2303,street,5
2304,buildings,0
2305,street,5
2306,glacier,2
2307,buildings,0
2308,forest,1
2309,buildings,0
2310,forest,1
2311,buildings,0
2312,forest,1
2313,forest,1
2314,sea,4
2315,sea,4
2316,sea,4
2317,forest,1
2318,glacier,2
2319,mountain,3
2320,forest,1
2321,street,5
2322,glacier,2
2323,mountain,3
2324,buildings,0
2325,sea,4
2326,glacier,2
2327,forest,1
2328,glacier,2
2329,street,5
2330,buildings,0
2331,glacier,2
2332,forest,1
2333,buildings,0
2334,sea,4
2335,buildings,0
2336,buildings,0
2337,forest,1
2338,sea,4
2339,buildings,0
2340,glacier,2
2341,glacier,2
2342,forest,1
2343,sea,4
2344,glacier,2
2345,buildings,0
2346,sea,4
2347,sea,4
2348,street,5
2349,buildings,0
2350,buildings,0
2351,street,5
2352,street,5
2353,street,5
2354,glacier,2
2355,street,5
2356,street,5
2357,forest,1
2358,street,5
2359,street,5
2360,buildings,0
2361,street,5
2362,buildings,0
2363,mountain,3
2364,forest,1
2365,sea,4
2366,buildings,0
2367,buildings,0
2368,mountain,3
2369,sea,4
2370,glacier,2
2371,glacier,2
2372,sea,4
2373,sea,4
2374,street,5
2375,forest,1
2376,glacier,2
2377,forest,1
2378,street,5
2379,mountain,3
2380,glacier,2
2381,street,5
2382,street,5
2383,forest,1
2384,glacier,2
2385,buildings,0
2386,sea,4
2387,mountain,3
2388,mountain,3
2389,forest,1
2390,mountain,3
2391,sea,4
2392,glacier,2
2393,forest,1
2394,glacier,2
2395,forest,1
2396,forest,1
2397,street,5
2398,glacier,2
2399,glacier,2
2400,forest,1
2401,buildings,0
2402,sea,4
2403,glacier,2
2404,glacier,2
2405,buildings,0
2406,street,5
2407,buildings,0
2408,forest,1
2409,buildings,0
2410,sea,4
2411,glacier,2
2412,street,5
2413,mountain,3
2414,buildings,0
2415,buildings,0
2416,sea,4
2417,buildings,0
2418,street,5
2419,street,5
2420,sea,4
2421,glacier,2
2422,glacier,2
2423,buildings,0
2424,glacier,2
2425,sea,4
2426,street,5
2427,sea,4
2428,sea,4
2429,forest,1
2430,street,5
2431,sea,4
2432,glacier,2
2433,glacier,2
2434,forest,1
2435,forest,1
2436,forest,1
2437,forest,1
2438,glacier,2
2439,glacier,2
2440,buildings,0
2441,forest,1
2442,glacier,2
2443,mountain,3
2444,glacier,2
2445,glacier,2
2446,buildings,0
2447,sea,4
2448,mountain,3
2449,street,5
2450,street,5
2451,street,5
2452,forest,1
2453,buildings,0
2454,street,5
2455,street,5
2456,street,5
2457,street,5
2458,street,5
2459,buildings,0
2460,forest,1
2461,buildings,0
2462,forest,1
2463,street,5
2464,buildings,0
2465,street,5
2466,forest,1
2467,mountain,3
2468,glacier,2
2469,forest,1
2470,sea,4
2471,buildings,0
2472,street,5
2473,mountain,3
2474,street,5
2475,forest,1
2476,buildings,0
2477,street,5
2478,glacier,2
2479,street,5
2480,street,5
2481,mountain,3
2482,street,5
2483,glacier,2
2484,buildings,0
2485,sea,4
2486,buildings,0
2487,sea,4
2488,forest,1
2489,glacier,2
2490,forest,1
2491,glacier,2
2492,sea,4
2493,sea,4
2494,sea,4
2495,sea,4
2496,forest,1
2497,buildings,0
2498,sea,4
2499,glacier,2
2500,glacier,2
2501,buildings,0
2502,sea,4
2503,forest,1
2504,street,5
2505,sea,4
2506,glacier,2
2507,sea,4
2508,glacier,2
2509,glacier,2
2510,sea,4
2511,forest,1
2512,glacier,2
2513,street,5
2514,forest,1
2515,buildings,0
2516,buildings,0
2517,forest,1
2518,buildings,0
2519,buildings,0
2520,street,5
2521,forest,1
2522,sea,4
2523,forest,1
2524,buildings,0
2525,forest,1
2526,buildings,0
2527,forest,1
2528,sea,4
2529,forest,1
2530,buildings,0
2531,sea,4
2532,sea,4
2533,street,5
2534,buildings,0
2535,street,5
2536,buildings,0
2537,street,5
2538,sea,4
2539,street,5
2540,glacier,2
2541,street,5
2542,buildings,0
2543,street,5
2544,street,5
2545,sea,4
2546,sea,4
2547,forest,1
2548,forest,1
2549,forest,1
2550,glacier,2
2551,mountain,3
2552,street,5
2553,forest,1
2554,forest,1
2555,glacier,2
2556,sea,4
2557,sea,4
2558,buildings,0
2559,street,5
2560,glacier,2
2561,street,5
2562,buildings,0
2563,sea,4
2564,buildings,0
2565,glacier,2
2566,sea,4
2567,glacier,2
2568,buildings,0
2569,glacier,2
2570,glacier,2
2571,street,5
2572,forest,1
2573,sea,4
2574,sea,4
2575,sea,4
2576,sea,4
2577,glacier,2
2578,buildings,0
2579,buildings,0
2580,glacier,2
2581,buildings,0
2582,street,5
2583,sea,4
2584,forest,1
2585,buildings,0
2586,street,5
2587,sea,4
2588,mountain,3
2589,forest,1
2590,glacier,2
2591,street,5
2592,glacier,2
2593,sea,4
2594,street,5
2595,forest,1
2596,forest,1
2597,sea,4
2598,buildings,0
2599,forest,1
2600,forest,1
2601,buildings,0
2602,sea,4
2603,buildings,0
2604,glacier,2
2605,forest,1
2606,sea,4
2607,street,5
2608,forest,1
2609,street,5
2610,glacier,2
2611,buildings,0
2612,glacier,2
2613,buildings,0
2614,sea,4
2615,sea,4
2616,buildings,0
2617,buildings,0
2618,buildings,0
2619,forest,1
2620,buildings,0
2621,sea,4
2622,street,5
2623,buildings,0
2624,forest,1
2625,glacier,2
2626,buildings,0
2627,sea,4
2628,street,5
2629,glacier,2
2630,sea,4
2631,street,5
2632,forest,1
2633,buildings,0
2634,sea,4
2635,buildings,0
2636,sea,4
2637,sea,4
2638,street,5
2639,forest,1
2640,street,5
2641,street,5
2642,mountain,3
2643,street,5
2644,glacier,2
2645,forest,1
2646,street,5
2647,glacier,2
2648,buildings,0
2649,sea,4
2650,sea,4
2651,forest,1
2652,forest,1
2653,forest,1
2654,forest,1
2655,buildings,0
2656,sea,4
2657,forest,1
2658,glacier,2
2659,sea,4
2660,street,5
2661,forest,1
2662,buildings,0
2663,forest,1
2664,sea,4
2665,glacier,2
2666,glacier,2
2667,street,5
2668,street,5
2669,street,5
2670,buildings,0
2671,forest,1
2672,buildings,0
2673,buildings,0
2674,buildings,0
2675,glacier,2
2676,buildings,0
2677,forest,1
2678,mountain,3
2679,glacier,2
2680,glacier,2
2681,street,5
2682,buildings,0
2683,mountain,3
2684,sea,4
2685,sea,4
2686,sea,4
2687,glacier,2
2688,mountain,3
2689,buildings,0
2690,buildings,0
2691,sea,4
2692,sea,4
2693,forest,1
2694,sea,4
2695,glacier,2
2696,sea,4
2697,forest,1
2698,buildings,0
2699,glacier,2
2700,glacier,2
2701,street,5
2702,sea,4
2703,forest,1
2704,sea,4
2705,mountain,3
2706,glacier,2
2707,street,5
2708,forest,1
2709,street,5
2710,street,5
2711,street,5
2712,street,5
2713,sea,4
2714,buildings,0
2715,buildings,0
2716,sea,4
2717,sea,4
2718,street,5
2719,glacier,2
2720,street,5
2721,glacier,2
2722,forest,1
2723,glacier,2
2724,mountain,3
2725,glacier,2
2726,street,5
2727,buildings,0
2728,sea,4
2729,sea,4
2730,buildings,0
2731,sea,4
2732,street,5
2733,street,5
2734,mountain,3
2735,forest,1
2736,buildings,0
2737,buildings,0
2738,street,5
2739,glacier,2
2740,sea,4
2741,buildings,0
2742,glacier,2
2743,buildings,0
2744,sea,4
2745,forest,1
2746,glacier,2
2747,sea,4
2748,sea,4
2749,sea,4
2750,sea,4
2751,street,5
2752,sea,4
2753,buildings,0
2754,forest,1
2755,glacier,2
2756,street,5
2757,street,5
2758,forest,1
2759,forest,1
2760,mountain,3
2761,sea,4
2762,mountain,3
2763,glacier,2
2764,forest,1
2765,street,5
2766,sea,4
2767,street,5
2768,street,5
2769,forest,1
2770,buildings,0
2771,buildings,0
2772,sea,4
2773,forest,1
2774,forest,1
2775,glacier,2
2776,buildings,0
2777,buildings,0
2778,forest,1
2779,glacier,2
2780,street,5
2781,forest,1
2782,forest,1
2783,buildings,0
2784,mountain,3
2785,glacier,2
2786,street,5
2787,buildings,0
2788,forest,1
2789,buildings,0
2790,buildings,0
2791,glacier,2
2792,sea,4
2793,glacier,2
2794,glacier,2
2795,glacier,2
2796,street,5
2797,sea,4
2798,buildings,0
2799,sea,4
2800,forest,1
2801,street,5
2802,sea,4
2803,glacier,2
2804,sea,4
2805,glacier,2
2806,forest,1
2807,glacier,2
2808,street,5
2809,sea,4
2810,glacier,2
2811,sea,4
2812,street,5
2813,buildings,0
2814,buildings,0
2815,street,5
2816,buildings,0
2817,mountain,3
2818,glacier,2
2819,buildings,0
2820,mountain,3
2821,forest,1
2822,street,5
2823,buildings,0
2824,forest,1
2825,sea,4
2826,buildings,0
2827,street,5
2828,forest,1
2829,buildings,0
2830,mountain,3
2831,buildings,0
2832,sea,4
2833,mountain,3
2834,street,5
2835,forest,1
2836,glacier,2
2837,mountain,3
2838,street,5
2839,mountain,3
2840,buildings,0
2841,forest,1
2842,sea,4
2843,sea,4
2844,buildings,0
2845,forest,1
2846,sea,4
2847,buildings,0
2848,sea,4
2849,buildings,0
2850,glacier,2
2851,sea,4
2852,buildings,0
2853,sea,4
2854,sea,4
2855,street,5
2856,street,5
2857,glacier,2
2858,sea,4
2859,street,5
2860,mountain,3
2861,street,5
2862,glacier,2
2863,buildings,0
2864,buildings,0
2865,street,5
2866,glacier,2
2867,forest,1
2868,street,5
2869,buildings,0
2870,forest,1
2871,street,5
2872,forest,1
2873,sea,4
2874,street,5
2875,glacier,2
2876,forest,1
2877,forest,1
2878,forest,1
2879,glacier,2
2880,street,5
2881,buildings,0
2882,mountain,3
2883,street,5
2884,mountain,3
2885,forest,1
2886,forest,1
2887,forest,1
2888,street,5
2889,buildings,0
2890,buildings,0
2891,street,5
2892,sea,4
2893,sea,4
2894,street,5
2895,glacier,2
2896,sea,4
2897,forest,1
2898,forest,1
2899,glacier,2
2900,forest,1
2901,buildings,0
2902,glacier,2
2903,glacier,2
2904,street,5
2905,sea,4
2906,forest,1
2907,street,5
2908,street,5
2909,sea,4
2910,street,5
2911,street,5
2912,forest,1
2913,street,5
2914,forest,1
2915,forest,1
2916,sea,4
2917,forest,1
2918,buildings,0
2919,forest,1
2920,glacier,2
2921,sea,4
2922,street,5
2923,street,5
2924,buildings,0
2925,glacier,2
2926,glacier,2
2927,sea,4
2928,forest,1
2929,glacier,2
2930,glacier,2
2931,glacier,2
2932,street,5
2933,forest,1
2934,glacier,2
2935,sea,4
2936,glacier,2
2937,mountain,3
2938,forest,1
2939,glacier,2
2940,glacier,2
2941,glacier,2
2942,street,5
2943,street,5
2944,buildings,0
2945,forest,1
2946,glacier,2
2947,glacier,2
2948,street,5
2949,glacier,2
2950,glacier,2
2951,forest,1
2952,forest,1
2953,sea,4
2954,sea,4
2955,glacier,2
2956,street,5
2957,buildings,0
2958,street,5
2959,buildings,0
2960,buildings,0
2961,mountain,3
2962,sea,4
2963,buildings,0
2964,buildings,0
2965,buildings,0
2966,glacier,2
2967,sea,4
2968,buildings,0
2969,street,5
2970,buildings,0
2971,street,5
2972,sea,4
2973,street,5
2974,buildings,0
2975,buildings,0
2976,forest,1
2977,buildings,0
2978,glacier,2
2979,street,5
2980,street,5
2981,glacier,2
2982,glacier,2
2983,sea,4
2984,buildings,0
2985,glacier,2
2986,buildings,0
2987,buildings,0
2988,sea,4
2989,street,5
2990,buildings,0
2991,street,5
2992,sea,4
2993,glacier,2
2994,forest,1
2995,street,5
2996,sea,4
2997,street,5
2998,sea,4
2999,street,5
3000,street,5
3001,street,5
3002,forest,1
3003,forest,1
3004,mountain,3
3005,glacier,2
3006,glacier,2
3007,sea,4
3008,street,5
3009,mountain,3
3010,sea,4
3011,forest,1
3012,glacier,2
3013,mountain,3
3014,glacier,2
3015,glacier,2
3016,forest,1
3017,forest,1
3018,sea,4
3019,glacier,2
3020,forest,1
3021,buildings,0
3022,forest,1
3023,buildings,0
3024,sea,4
3025,street,5
3026,glacier,2
3027,sea,4
3028,forest,1
3029,street,5
3030,glacier,2
3031,sea,4
3032,street,5
3033,buildings,0
3034,glacier,2
3035,forest,1
3036,sea,4
3037,glacier,2
3038,glacier,2
3039,street,5
3040,street,5
3041,glacier,2
3042,mountain,3
3043,buildings,0
3044,sea,4
3045,street,5
3046,street,5
3047,forest,1
3048,sea,4
3049,glacier,2
3050,street,5
3051,forest,1
3052,street,5
3053,forest,1
3054,glacier,2
3055,forest,1
3056,mountain,3
3057,street,5
3058,forest,1
3059,sea,4
3060,glacier,2
3061,buildings,0
3062,glacier,2
3063,forest,1
3064,mountain,3
3065,glacier,2
3066,buildings,0
3067,glacier,2
3068,forest,1
3069,buildings,0
3070,street,5
3071,street,5
3072,street,5
3073,street,5
3074,buildings,0
3075,sea,4
3076,forest,1
3077,forest,1
3078,street,5
3079,sea,4
3080,buildings,0
3081,sea,4
3082,glacier,2
3083,glacier,2
3084,buildings,0
3085,forest,1
3086,forest,1
3087,forest,1
3088,forest,1
3089,glacier,2
3090,glacier,2
3091,forest,1
3092,sea,4
3093,glacier,2
3094,buildings,0
3095,sea,4
3096,buildings,0
3097,buildings,0
3098,forest,1
3099,street,5
3100,forest,1
3101,forest,1
3102,street,5
3103,buildings,0
3104,glacier,2
3105,buildings,0
3106,street,5
3107,street,5
3108,forest,1
3109,street,5
3110,forest,1
3111,buildings,0
3112,forest,1
3113,street,5
3114,sea,4
3115,sea,4
3116,glacier,2
3117,glacier,2
3118,forest,1
3119,sea,4
3120,mountain,3
3121,sea,4
3122,street,5
3123,forest,1
3124,street,5
3125,buildings,0
3126,glacier,2
3127,street,5
3128,buildings,0
3129,street,5
3130,buildings,0
3131,forest,1
3132,glacier,2
3133,street,5
3134,sea,4
3135,sea,4
3136,buildings,0
3137,mountain,3
3138,forest,1
3139,buildings,0
3140,buildings,0
3141,street,5
3142,sea,4
3143,sea,4
3144,street,5
3145,buildings,0
3146,sea,4
3147,forest,1
3148,street,5
3149,forest,1
3150,buildings,0
3151,buildings,0
3152,buildings,0
3153,forest,1
3154,street,5
3155,glacier,2
3156,sea,4
3157,forest,1
3158,street,5
3159,sea,4
3160,sea,4
3161,glacier,2
3162,glacier,2
3163,forest,1
3164,buildings,0
3165,glacier,2
3166,forest,1
3167,glacier,2
3168,glacier,2
3169,glacier,2
3170,street,5
3171,buildings,0
3172,glacier,2
3173,buildings,0
3174,buildings,0
3175,forest,1
3176,glacier,2
3177,buildings,0
3178,buildings,0
3179,forest,1
3180,forest,1
3181,forest,1
3182,glacier,2
3183,street,5
3184,sea,4
3185,forest,1
3186,mountain,3
3187,buildings,0
3188,forest,1
3189,forest,1
3190,street,5
3191,buildings,0
3192,street,5
3193,buildings,0
3194,glacier,2
3195,mountain,3
3196,sea,4
3197,sea,4
3198,forest,1
3199,buildings,0
3200,sea,4
3201,glacier,2
3202,buildings,0
3203,sea,4
3204,street,5
3205,forest,1
3206,street,5
3207,sea,4
3208,street,5
3209,street,5
3210,glacier,2
3211,buildings,0
3212,glacier,2
3213,forest,1
3214,sea,4
3215,buildings,0
3216,glacier,2
3217,sea,4
3218,glacier,2
3219,street,5
3220,forest,1
3221,street,5
3222,street,5
3223,buildings,0
3224,street,5
3225,street,5
3226,buildings,0
3227,buildings,0
3228,sea,4
3229,forest,1
3230,glacier,2
3231,buildings,0
3232,street,5
3233,buildings,0
3234,street,5
3235,forest,1
3236,forest,1
3237,mountain,3
3238,sea,4
3239,glacier,2
3240,glacier,2
3241,forest,1
3242,forest,1
3243,sea,4
3244,mountain,3
3245,sea,4
3246,sea,4
3247,glacier,2
3248,street,5
3249,buildings,0
3250,street,5
3251,street,5
3252,mountain,3
3253,buildings,0
3254,buildings,0
3255,glacier,2
3256,glacier,2
3257,sea,4
3258,street,5
3259,sea,4
3260,sea,4
3261,forest,1
3262,glacier,2
3263,glacier,2
3264,forest,1
3265,forest,1
3266,sea,4
3267,glacier,2
3268,buildings,0
3269,street,5
3270,street,5
3271,forest,1
3272,forest,1
3273,glacier,2
3274,glacier,2
3275,forest,1
3276,sea,4
3277,glacier,2
3278,sea,4
3279,forest,1
3280,glacier,2
3281,glacier,2
3282,buildings,0
3283,mountain,3
3284,sea,4
3285,sea,4
3286,mountain,3
3287,forest,1
3288,forest,1
3289,sea,4
3290,forest,1
3291,sea,4
3292,glacier,2
3293,sea,4
3294,glacier,2
3295,street,5
3296,sea,4
3297,buildings,0
3298,glacier,2
3299,sea,4
3300,sea,4
3301,glacier,2
3302,street,5
3303,buildings,0
3304,sea,4
3305,buildings,0
3306,glacier,2
3307,glacier,2
3308,buildings,0
3309,buildings,0
3310,street,5
3311,glacier,2
3312,street,5
3313,sea,4
3314,buildings,0
3315,buildings,0
3316,buildings,0
3317,street,5
3318,sea,4
3319,sea,4
3320,glacier,2
3321,buildings,0
3322,sea,4
3323,mountain,3
3324,street,5
3325,glacier,2
3326,glacier,2
3327,street,5
3328,street,5
3329,glacier,2
3330,sea,4
3331,forest,1
3332,glacier,2
3333,street,5
3334,sea,4
3335,sea,4
3336,mountain,3
3337,buildings,0
3338,forest,1
3339,sea,4
3340,forest,1
3341,forest,1
3342,street,5
3343,forest,1
3344,glacier,2
3345,glacier,2
3346,glacier,2
3347,forest,1
3348,sea,4
3349,glacier,2
3350,street,5
3351,sea,4
3352,sea,4
3353,sea,4
3354,glacier,2
3355,buildings,0
3356,buildings,0
3357,street,5
3358,street,5
3359,glacier,2
3360,buildings,0
3361,forest,1
3362,glacier,2
3363,forest,1
3364,buildings,0
3365,glacier,2
3366,street,5
3367,glacier,2
3368,forest,1
3369,forest,1
3370,street,5
3371,sea,4
3372,buildings,0
3373,forest,1
3374,forest,1
3375,buildings,0
3376,sea,4
3377,sea,4
3378,sea,4
3379,buildings,0
3380,forest,1
3381,street,5
3382,sea,4
3383,sea,4
3384,sea,4
3385,forest,1
3386,sea,4
3387,buildings,0
3388,sea,4
3389,forest,1
3390,street,5
3391,glacier,2
3392,sea,4
3393,street,5
3394,street,5
3395,buildings,0
3396,forest,1
3397,street,5
3398,buildings,0
3399,sea,4
3400,street,5
3401,forest,1
3402,buildings,0
3403,glacier,2
3404,forest,1
3405,forest,1
3406,mountain,3
3407,street,5
3408,buildings,0
3409,buildings,0
3410,street,5
3411,glacier,2
3412,street,5
3413,glacier,2
3414,forest,1
3415,sea,4
3416,forest,1
3417,street,5
3418,forest,1
3419,sea,4
3420,buildings,0
3421,street,5
3422,forest,1
3423,sea,4
3424,sea,4
3425,forest,1
3426,buildings,0
3427,sea,4
3428,street,5
3429,glacier,2
3430,sea,4
3431,buildings,0
3432,glacier,2
3433,buildings,0
3434,sea,4
3435,glacier,2
3436,buildings,0
3437,forest,1
3438,sea,4
3439,forest,1
3440,street,5
3441,forest,1
3442,mountain,3
3443,sea,4
3444,sea,4
3445,forest,1
3446,glacier,2
3447,glacier,2
3448,street,5
3449,mountain,3
3450,street,5
3451,glacier,2
3452,forest,1
3453,street,5
3454,street,5
3455,sea,4
3456,glacier,2
3457,forest,1
3458,glacier,2
3459,forest,1
3460,glacier,2
3461,mountain,3
3462,street,5
3463,glacier,2
3464,street,5
3465,glacier,2
3466,sea,4
3467,mountain,3
3468,mountain,3
3469,sea,4
3470,forest,1
3471,glacier,2
3472,buildings,0
3473,sea,4
3474,street,5
3475,glacier,2
3476,buildings,0
3477,forest,1
3478,forest,1
3479,mountain,3
3480,buildings,0
3481,buildings,0
3482,street,5
3483,street,5
3484,sea,4
3485,sea,4
3486,street,5
3487,forest,1
3488,sea,4
3489,glacier,2
3490,forest,1
3491,street,5
3492,sea,4
3493,glacier,2
3494,street,5
3495,forest,1
3496,street,5
3497,mountain,3
3498,mountain,3
3499,buildings,0
3500,sea,4
3501,street,5
3502,street,5
3503,forest,1
3504,buildings,0
3505,sea,4
3506,forest,1
3507,glacier,2
3508,sea,4
3509,street,5
3510,buildings,0
3511,glacier,2
3512,glacier,2
3513,glacier,2
3514,forest,1
3515,forest,1
3516,sea,4
3517,buildings,0
3518,mountain,3
