"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09","WT13","WT14","WT16","WT18","WT22"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-26","6.04",,"0.00","0.0","0.0","50","53","47","   30","   40","14.1","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-27","9.84",,"0.07","0.0","0.0","50","57","47","   10","  350","23.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-28","11.41",,"0.00","0.0","0.0","52","58","45","   10","   10","23.0","30.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-29","4.92",,"0.00","0.0","0.0","48","56","38","  130","  330","10.1","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-30","8.72",,"0.02","0.0","0.0","49","59","42","  220","  220","21.0","29.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-10-31","4.92",,"0.01","0.0","0.0","54","58","51","  210","  210","14.1","18.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-01","3.13",,"0.05","0.0","0.0","57","64","53","  160","  160","12.1","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-02","17.67",,"0.50","0.0","0.0","55","58","47","  220","  210","42.9","59.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-03","5.37",,"0.02","0.0","0.0","48","54","40","   10","  220","14.1","19.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-04","3.58",,"0.00","0.0","0.0","46","51","39","  110","  120","12.1","15.0",,,,,,"    1",,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-05","6.93",,"0.10","0.0","0.0","49","56","45","  200","  200","21.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-06","3.80",,"0.15","0.0","0.0","50","55","46","  140","  140","13.0","17.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-07","16.11",,"1.18","0.0","0.0","51","52","50","  200","  190","28.0","36.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-08","9.17",,"0.00","0.0","0.0","51","56","45","  220","  220","23.0","29.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-09","3.13",,"0.07","0.0","0.0","48","52","41","  360","  360","8.9","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-10","9.84",,"0.00","0.0","0.0","49","52","47","  360","   10","15.0","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-11","5.82",,"0.00","0.0","0.0","49","61","43","  120","  130","16.1","21.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-12","4.92",,"0.16","0.0","0.0","53","60","48","  210","  230","15.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-13","8.50",,"0.00","0.0","0.0","54","57","51","  220","  220","16.1","19.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-14","2.46",,"0.05","0.0","0.0","51","52","43","  210","  210","8.1","8.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-15","13.42",,"0.12","0.0","0.0","47","51","45","  180","  170","28.0","38.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-16","10.29",,"0.00","0.0","0.0","47","50","41","  210","  230","23.0","31.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-17","12.08",,"0.21","0.0","0.0","48","53","45","  200","  200","21.9","29.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-18","8.72",,"1.03","0.0","0.0","51","55","49","  160","  180","19.9","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-19","11.41",,"0.04","0.0","0.0","50","56","40","  360","  210","21.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-20","9.62",,"0.00","0.0","0.0","42","46","35","   10","  360","18.1","21.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-21","8.05",,"0.00","0.0","0.0","38","46","31","   30","   30","16.1","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-22","10.29",,"0.00","0.0","0.0","38","49","32","   10","   30","16.1","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-23","5.82",,"0.00","0.0","0.0","41","52","34","   20","  310","12.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-24","2.01",,"0.00","0.0","0.0","42","53","33","   20","   40","8.1","10.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-25","1.12",,"0.00","0.0","0.0","43","54","36","  160","  110","6.0","6.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-26","2.24",,"0.00","0.0","0.0","44","54","37","  130","  130","8.9","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-27","2.91",,"0.00","0.0","0.0","50","58","42","   30","  360","8.9","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-28","1.57",,"0.00","0.0","0.0","45","53","38","  120","  190","8.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-29","4.70",,"0.02","0.0","0.0","46","49","41","  140","  130","10.1","12.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-11-30","8.72",,"0.09","0.0","0.0","49","52","45","  220","  220","17.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-01","19.69",,"0.12","0.0","0.0","53","56","46","  220","  210","30.0","40.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-02","7.83",,"0.18","0.0","0.0","45","46","35","  220","  230","25.1","32.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-03","12.53",,"0.00","0.0","0.0","38","41","31","   20","   10","25.1","29.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-04","3.58",,"0.00","0.0","0.0","34","40","28","  120","   30","8.1","10.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-05","5.82",,"0.00","0.0","0.0","31","34","23","  110","  100","13.0","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-06","10.51",,"0.00","0.0","0.0","31","34","24","   40","   60","19.9","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-07","6.93",,"0.00","0.0","0.0","26","32","19","  350","  360","12.1","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-08","4.92",,"0.00","0.0","0.0","26","36","20","   10","  130","8.9","10.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-09","2.91",,"0.00","0.0","0.0","29","34","23","  140","  140","8.9","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-10","3.36",,"0.00","0.0","0.0","35","42","33","  160","  160","8.1","10.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-11","1.79",,"0.00","0.0","0.0","37","41","29","  130","  100","6.9","8.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-12","5.14",,"0.27","0.0","0.0","38","42","31","  180","  190","14.1","17.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-13","6.49",,"0.02","0.0","0.0","44","49","42","  120","  200","13.0","16.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-14","8.28",,"0.00","0.0","0.0","46","49","43","  210","  220","18.1","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-15","8.72",,"0.05","0.0","0.0","49","53","47","  210","  210","17.0","21.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-16","2.24",,"0.01","0.0","0.0","48","50","40","  140","   30","6.9","8.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-17","6.04",,"0.00","0.0","0.0","42","47","40","  220","  240","17.0","21.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-18","6.26",,"0.05","0.0","0.0","45","46","36","   20","   10","16.1","19.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-19","4.70",,"0.00","0.0","0.0","38","41","32","  330","  330","15.0","19.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-20","8.28",,"0.22","1.1","0.0","36","47","33","  210","  210","29.1","36.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-21","5.14",,"0.22","0.0","0.0","44","48","42","  200","  200","13.0","17.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-22","8.95",,"0.42","0.0","0.0","48","51","47","  190","  220","16.1","19.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-23","13.20",,"0.06","0.0","0.0","51","53","43","  230","  200","29.1","38.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-24","3.80",,"0.00","0.0","0.0","44","47","37","   20","   40","8.9","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-25","1.79",,"0.00","0.0","0.0","39","44","35","  150","  150","8.1","8.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-26","1.12",,"0.00","0.0","0.0","39","44","33","  150","  150","8.1","8.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-27","4.70",,"0.01","0.0","0.0","38","48","32","  210","  200","23.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-28","2.91",,"0.00","0.0","0.0","45","49","38","   30","   30","6.9","8.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-29","2.46",,"0.00","0.0","0.0","40","45","35","  150","  130","6.9","10.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-30","5.82",,"0.01","0.0","0.0","42","48","40","  100","   90","21.9","25.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2013-12-31","3.80",,"0.02","0.0","0.0","46","47","41","  180","  170","12.1","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-01","2.68",,"0.00","0.0","0.0","42","45","38","  340","  310","8.1","8.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-02","7.16",,"0.16","0.0","0.0","45","51","43","  190","  200","21.0","25.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-03","5.82",,"0.06","0.0","0.0","45","48","37","   30","   50","14.1","16.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-04","6.04",,"0.00","0.0","0.0","41","46","33","   40","   40","10.1","13.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-05","8.28",,"0.00","0.0","0.0","37","47","31","   10","   10","15.0","17.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-06","5.82",,"0.01","0.0","0.0","38","46","31","  210","  210","25.1","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-07","3.58",,"0.48","0.0","0.0","44","47","41","  160","  150","10.1","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-08","10.29",,"0.38","0.0","0.0","47","50","45","  180","  180","23.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-09","14.09",,"0.23","0.0","0.0","46","49","42","  210","  230","32.0","40.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-10","15.66",,"0.17","0.0","0.0","47","55","47","  200","  200","30.0","40.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-11","19.69",,"0.84","0.0","0.0","49","58","45","  210","  200","40.9","55.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-12","18.12",,"0.06","0.0","0.0","46","52","42","  200","  210","30.0","38.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-13","15.88",,"0.00","0.0","0.0","51","51","50","  200","  210","33.1","45.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-14","2.91",,"0.00","0.0","0.0","50","52","45","  180","  180","13.0","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-15","5.59",,"0.00","0.0","0.0","47","52","42","   20","   10","13.0","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-16","6.04",,"0.00","0.0","0.0","43","44","40","   30","   30","14.1","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-17","5.14",,"0.00","0.0","0.0","40","42","37","   30","   10","10.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-18","4.92",,"0.00","0.0","0.0","39","49","33","  120","  120","14.1","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-19","5.59",,"0.00","0.0","0.0","41","43","38","   30",,"8.9",,,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-20","4.92",,"0.00","0.0","0.0","41","50","37","   20","   10","12.1","14.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-21","3.36",,"0.00","0.0","0.0","40","50","35","  240","  240","16.1","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-22","5.82",,"0.02","0.0","0.0","46","49","42","   40","   40","16.1","21.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-23","11.63",,"0.00","0.0","0.0","44","50","37","   20","   20","23.0","28.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-24","4.25",,"0.00","0.0","0.0","42","55","34","   10","   10","10.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-25","1.79",,"0.00","0.0","0.0","42","54","34","  110","  120","10.1","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-26","2.91",,"0.00","0.0","0.0","42","47","33","  270","  270","8.1","8.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-27","2.91",,"0.00","0.0","0.0","39","49","35","  130","  130","8.9","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-28","3.58",,"0.35","0.0","0.0","45","52","43","   40","   40","8.9","12.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-29","7.61",,"0.85","0.0","0.0","48","52","45","  210","  200","19.9","25.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-30","14.32",,"0.00","0.0","0.0","46","47","43","  210","  210","23.0","31.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-01-31","5.82",,"0.09","0.0","0.0","44","46","42","  200","  200","15.0","18.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-01","1.79",,"0.08","0.0","0.0","43","46","37","   30","  280","8.9","12.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-02","5.59",,"0.00","0.0","0.0","40","48","34","  330","  350","16.1","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-03","9.62",,"0.00","0.0","0.0","39","41","32","  350","  340","21.9","29.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-04","10.51",,"0.00","0.0","0.0","34","37","28","   80","   90","19.9","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-05","14.76",,"0.00","0.0","0.0","29","31","22","   80","  180","23.0","38.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-06","10.07",,"0.00","0.0","0.0","24","29","21","   70","   80","18.1","23.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-07","9.40",,"0.00","0.0","0.0","28","38","23","   10","   10","21.9","25.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-08","10.29",,"0.20","2.9","0.0","34","42","31","  110","  110","25.9","33.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-09","5.37",,"0.02","0.0","3.1","34","39","32","  150","  150","13.0","15.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-10","10.51",,"0.72","0.0","0.0","40","50","36","  210","  200","23.0","30.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-11","8.50",,"0.67","0.0","0.0","48","54","42","  160","  160","21.0","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-12","14.32",,"0.18","0.0","0.0","50","54","45","  220","  210","35.1","49.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-13","14.09",,"0.07","0.0","0.0","50","55","46","  220","  220","28.0","38.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-14","14.32",,"0.37","0.0","0.0","49","53","43","  200","  220","25.1","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-15","11.41",,"0.46","0.0","0.0","45","52","41","  210","  220","36.0","52.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-16","17.67",,"1.04","0.0","0.0","44","49","39","  230","  220","29.1","40.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-17","12.30",,"0.57","0.0","0.0","44","47","40","  220","  220","23.0","30.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-18","13.87",,"0.60","0.0","0.0","44","48","41","  220","  220","32.0","40.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-19","13.42",,"0.04","0.0","0.0","43","47","39","  210","  210","21.0","28.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-20","15.43",,"0.12","0.0","0.0","45","50","42","  220","  210","30.0","38.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-21","6.49",,"0.11","0.0","0.0","43","44","39","  240","  230","15.0","21.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-22","6.93",,"0.10","0.0","0.0","40","42","37","  160","  130","13.0","17.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-23","5.82",,"0.24","0.0","0.0","42","45","39","  170","  180","13.0","15.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-24","7.16",,"0.51","0.0","0.0","41","44","38","   10","   10","12.1","14.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-25","10.07",,"0.01","0.0","0.0","44","54","39","   10","   80","16.1","18.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-26","5.59",,"0.00","0.0","0.0","48","57","42","   30","   90","12.1","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-27","5.14",,"0.00","0.0","0.0","48","55","40","   10","   10","14.1","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-02-28","13.20",,"0.00","0.0","0.0","49","58","40","   20","   10","23.9","30.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-01","10.51",,"0.02","0.0","0.0","45","45","40","  110","  120","17.0","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-02","12.75",,"0.75","0.0","0.0","40","52","37","  210","  180","23.9","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-03","11.41",,"0.42","0.0","0.0","49","58","48","  200","  240","19.9","30.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-04","8.72",,"0.65","0.0","0.0","51","57","46","  200","  210","19.9","25.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-05","8.72",,"1.84","0.0","0.0","54","60","51","  190","  200","25.1","35.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-06","13.87",,"0.12","0.0","0.0","54","56","50","  220","  220","28.0","38.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-07","9.40",,"0.00","0.0","0.0","52","60","48","  220","  210","21.0","25.9",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-08","6.04",,"1.27","0.0","0.0","50","55","44","  200","  210","17.0","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-09","9.62",,"0.17","0.0","0.0","54","59","49","  210","  220","17.0","25.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-10","4.92",,"0.74","0.0","0.0","50","54","43","  210","  200","12.1","15.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-11","5.14",,"0.00","0.0","0.0","47","58","40","   20","   30","12.1","14.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-12","4.25",,"0.00","0.0","0.0","49","61","38","   10","   20","15.0","18.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-13","5.59",,"0.02","0.0","0.0","50","57","41","  230","  220","13.0","17.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-14","13.65",,"0.27","0.0","0.0","53","58","47","  220","  200","23.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-15","6.71",,"0.32","0.0","0.0","52","62","40","  200","  210","17.0","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-16","8.50",,"1.09","0.0","0.0","49","51","40","  230","  240","17.0","23.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-17","7.16",,"0.01","0.0","0.0","43","50","37","  190","   90","19.9","32.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-18","3.58",,"0.00","0.0","0.0","43","50","38","  140","  100","10.1","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-19","11.41",,"0.02","0.0","0.0","47","52","38","  200","  200","23.9","32.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-20","6.71",,"0.00","0.0","0.0","42","52","35","   30","   40","16.1","18.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-21","8.50",,"0.00","0.0","0.0","44","51","37","  340","  340","15.0","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-22","4.03",,"0.00","0.0","0.0","42","52","34","  330","  120","8.9","13.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-23","7.38",,"0.00","0.0","0.0","46","55","40","   30","  290","11.0","16.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-24","4.92",,"0.00","0.0","0.0","48","66","37","  160","  170","8.9","10.1",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-25","9.84",,"0.16","0.0","0.0","54","57","44","  200","  190","30.0","42.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-26","5.37",,"0.14","0.0","0.0","47","52","42","  190","  210","12.1","17.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-27","6.26",,"0.01","0.0","0.0","47","54","44","  320","  330","23.0","30.0","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-28","8.72",,"0.87","0.0","0.0","48","53","45","  240","  210","19.9","23.9","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-29","11.41",,"0.55","0.0","0.0","48","53","45","  190","  190","21.0","31.1","    1",,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-30","11.41",,"0.00","0.0","0.0","47","52","41","  190","  180","23.0","28.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-03-31","8.50",,"0.00","0.0","0.0","46","60","36","  360","  220","16.1","21.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-04-01","6.26",,"0.00","0.0","0.0","50","58","44","   20","   10","13.0","15.0",,,,,,,,,,,,
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","2014-04-02","9.40",,"0.00","0.0","0.0","49","58","42","  210","  200","16.1","23.0",,,,,,,,,,,,
